Alter_beim_Tod,Zuckerkonsum,Alkoholkonsum,BMI,Sozialstatus,Sport,Raucher,Geschlecht
66,niedrig,mittel,25.7,untere Mittelschicht,moderat,nein,m
62,hoch,keiner,23.9,untere Mittelschicht,keiner,nein,w
75,niedrig,moderat,26.1,obere Mittelschicht,viel,nein,divers
63,mittel,hoch,29.8,Mittelschicht,viel,nein,m
69,niedrig,moderat,18.3,Mittelschicht,viel,nein,m
73,niedrig,mittel,25.1,Mittelschicht,moderat,nein,w
76,mittel,keiner,30.4,Mittelschicht,viel,ja,w
72,hoch,mittel,24.5,untere Mittelschicht,viel,ja,w
63,mittel,mittel,28.3,untere Mittelschicht,viel,nein,m
76,niedrig,mittel,23.3,Mittelschicht,moderat,nein,m
55,hoch,mittel,30.8,obere Mittelschicht,viel,nein,divers
62,hoch,moderat,22.6,Mittelschicht,moderat,ja,w
78,mittel,keiner,20.2,untere Mittelschicht,viel,nein,w
60,niedrig,keiner,16.5,Mittelschicht,viel,nein,divers
82,niedrig,mittel,22.8,untere Mittelschicht,viel,nein,m
100,mittel,mittel,21.0,reich,viel,nein,divers
65,mittel,keiner,22.7,Mittelschicht,moderat,nein,divers
77,mittel,mittel,23.1,Mittelschicht,moderat,nein,divers
81,mittel,mittel,21.1,obere Mittelschicht,moderat,nein,w
61,mittel,mittel,17.8,obere Mittelschicht,keiner,nein,divers
52,niedrig,moderat,22.9,arm,keiner,nein,divers
71,mittel,hoch,22.5,obere Mittelschicht,keiner,ja,m
87,hoch,mittel,29.9,Mittelschicht,keiner,ja,divers
71,mittel,keiner,17.8,untere Mittelschicht,moderat,nein,m
69,mittel,mittel,22.6,reich,moderat,nein,divers
68,hoch,hoch,22.2,obere Mittelschicht,moderat,ja,m
68,niedrig,mittel,23.5,arm,moderat,nein,m
68,niedrig,moderat,25.8,Mittelschicht,moderat,ja,m
78,mittel,mittel,21.4,Mittelschicht,moderat,nein,w
87,mittel,keiner,21.1,Mittelschicht,viel,ja,w
58,mittel,moderat,26.5,reich,moderat,nein,w
66,mittel,mittel,26.3,arm,moderat,ja,w
50,niedrig,mittel,30.6,obere Mittelschicht,moderat,ja,w
81,mittel,mittel,19.0,Mittelschicht,viel,nein,m
60,niedrig,mittel,31.7,reich,moderat,nein,m
67,niedrig,mittel,21.7,untere Mittelschicht,moderat,nein,w
52,mittel,keiner,23.6,arm,moderat,nein,divers
72,mittel,moderat,27.9,arm,viel,nein,w
61,niedrig,keiner,18.9,arm,viel,nein,m
79,hoch,keiner,29.0,Mittelschicht,moderat,nein,divers
59,niedrig,mittel,29.3,arm,moderat,nein,divers
75,mittel,moderat,29.4,Mittelschicht,moderat,ja,divers
74,mittel,moderat,14.9,Mittelschicht,moderat,nein,m
73,mittel,moderat,29.2,Mittelschicht,moderat,nein,m
66,mittel,hoch,23.4,Mittelschicht,moderat,nein,w
73,niedrig,mittel,13.4,Mittelschicht,moderat,nein,divers
91,mittel,moderat,21.4,Mittelschicht,moderat,ja,m
80,niedrig,mittel,24.7,obere Mittelschicht,moderat,nein,divers
87,mittel,moderat,26.6,obere Mittelschicht,moderat,nein,m
72,mittel,keiner,21.4,reich,viel,nein,m
82,hoch,mittel,17.5,Mittelschicht,moderat,nein,m
81,mittel,moderat,20.6,obere Mittelschicht,moderat,ja,w
87,mittel,keiner,25.6,arm,moderat,nein,divers
81,mittel,moderat,25.3,Mittelschicht,moderat,nein,w
57,niedrig,keiner,21.6,Mittelschicht,moderat,nein,m
81,mittel,mittel,25.7,obere Mittelschicht,viel,ja,divers
86,mittel,hoch,26.6,untere Mittelschicht,moderat,nein,w
65,mittel,mittel,21.8,Mittelschicht,viel,ja,divers
76,niedrig,mittel,15.7,Mittelschicht,viel,nein,m
91,hoch,keiner,26.8,Mittelschicht,moderat,nein,w
87,mittel,hoch,18.7,Mittelschicht,moderat,ja,w
87,hoch,moderat,33.9,reich,moderat,nein,w
61,niedrig,keiner,28.1,Mittelschicht,viel,nein,m
75,niedrig,moderat,18.8,Mittelschicht,keiner,nein,m
79,mittel,hoch,28.3,reich,viel,nein,w
68,niedrig,mittel,29.7,reich,moderat,nein,m
58,niedrig,moderat,19.0,reich,moderat,nein,m
76,hoch,mittel,25.1,Mittelschicht,moderat,nein,m
67,mittel,moderat,28.2,obere Mittelschicht,viel,ja,divers
80,niedrig,keiner,28.4,Mittelschicht,viel,nein,divers
73,niedrig,hoch,27.4,untere Mittelschicht,viel,nein,m
70,hoch,moderat,33.2,Mittelschicht,viel,nein,m
66,hoch,keiner,33.4,Mittelschicht,moderat,nein,divers
75,niedrig,mittel,19.5,Mittelschicht,moderat,ja,w
88,mittel,moderat,25.5,obere Mittelschicht,viel,nein,divers
83,hoch,hoch,29.9,untere Mittelschicht,moderat,nein,m
78,hoch,mittel,22.6,arm,moderat,ja,w
84,mittel,mittel,25.0,Mittelschicht,moderat,ja,w
81,niedrig,mittel,16.4,obere Mittelschicht,moderat,ja,m
79,mittel,hoch,22.4,Mittelschicht,keiner,nein,divers
91,mittel,mittel,27.5,Mittelschicht,moderat,ja,divers
77,hoch,mittel,26.9,reich,moderat,nein,m
65,mittel,moderat,31.5,reich,viel,nein,w
94,mittel,keiner,26.6,arm,moderat,nein,w
90,hoch,mittel,22.7,Mittelschicht,moderat,nein,m
67,mittel,moderat,25.2,untere Mittelschicht,keiner,nein,divers
79,niedrig,hoch,23.4,reich,moderat,ja,divers
80,mittel,mittel,26.2,Mittelschicht,moderat,nein,m
65,hoch,hoch,27.1,Mittelschicht,moderat,nein,divers
83,hoch,keiner,25.7,Mittelschicht,moderat,nein,divers
86,mittel,mittel,20.1,untere Mittelschicht,moderat,nein,divers
79,mittel,moderat,20.3,obere Mittelschicht,viel,nein,m
63,mittel,hoch,22.5,obere Mittelschicht,moderat,ja,w
65,mittel,hoch,22.8,Mittelschicht,viel,ja,w
72,mittel,mittel,28.3,arm,moderat,nein,divers
71,hoch,hoch,18.7,Mittelschicht,viel,nein,divers
86,niedrig,mittel,21.7,Mittelschicht,keiner,ja,w
74,niedrig,moderat,26.8,untere Mittelschicht,keiner,nein,m
76,hoch,mittel,29.4,Mittelschicht,moderat,ja,m
79,mittel,mittel,21.6,arm,viel,ja,divers
96,mittel,hoch,25.8,obere Mittelschicht,keiner,nein,divers
73,niedrig,moderat,28.9,untere Mittelschicht,keiner,ja,m
77,mittel,mittel,26.6,obere Mittelschicht,keiner,nein,divers
99,mittel,keiner,23.9,untere Mittelschicht,moderat,nein,divers
71,hoch,hoch,25.5,Mittelschicht,viel,ja,w
85,mittel,moderat,19.0,arm,moderat,ja,w
55,hoch,moderat,22.7,Mittelschicht,moderat,nein,w
58,hoch,hoch,23.3,Mittelschicht,keiner,nein,w
80,mittel,keiner,21.4,Mittelschicht,moderat,nein,w
60,mittel,keiner,25.3,obere Mittelschicht,moderat,ja,w
83,mittel,mittel,18.2,reich,viel,ja,w
83,mittel,moderat,28.3,obere Mittelschicht,keiner,nein,m
84,niedrig,moderat,29.9,arm,moderat,nein,w
97,niedrig,mittel,23.6,untere Mittelschicht,keiner,nein,m
76,mittel,mittel,23.3,Mittelschicht,moderat,nein,m
75,mittel,moderat,31.1,obere Mittelschicht,keiner,nein,m
61,mittel,mittel,21.6,obere Mittelschicht,viel,ja,m
88,niedrig,mittel,29.1,Mittelschicht,viel,nein,m
71,niedrig,mittel,28.4,untere Mittelschicht,moderat,nein,m
78,mittel,keiner,31.0,obere Mittelschicht,moderat,nein,w
75,mittel,mittel,29.1,Mittelschicht,viel,nein,w
100,hoch,mittel,27.4,arm,moderat,nein,w
75,mittel,moderat,27.9,untere Mittelschicht,viel,nein,m
71,mittel,mittel,34.6,untere Mittelschicht,moderat,nein,m
76,niedrig,hoch,23.9,obere Mittelschicht,moderat,ja,w
66,niedrig,mittel,29.4,obere Mittelschicht,moderat,nein,m
83,niedrig,moderat,23.0,reich,keiner,nein,divers
80,mittel,keiner,19.0,reich,moderat,ja,divers
76,hoch,mittel,26.8,Mittelschicht,moderat,nein,m
92,mittel,moderat,21.9,Mittelschicht,moderat,ja,divers
62,hoch,moderat,21.4,Mittelschicht,viel,ja,divers
61,niedrig,moderat,30.3,arm,keiner,nein,w
90,hoch,moderat,26.3,obere Mittelschicht,moderat,nein,m
87,mittel,moderat,25.5,reich,moderat,nein,m
74,hoch,moderat,23.7,reich,moderat,ja,m
71,hoch,keiner,18.8,obere Mittelschicht,moderat,ja,m
77,mittel,mittel,24.8,Mittelschicht,moderat,nein,m
82,niedrig,hoch,25.4,arm,keiner,ja,w
73,mittel,mittel,21.5,reich,viel,nein,m
75,mittel,hoch,28.0,Mittelschicht,moderat,ja,m
63,mittel,mittel,25.3,obere Mittelschicht,keiner,nein,m
77,niedrig,mittel,22.1,untere Mittelschicht,viel,ja,w
69,mittel,mittel,25.9,untere Mittelschicht,viel,ja,divers
63,niedrig,mittel,26.4,obere Mittelschicht,moderat,nein,m
66,mittel,moderat,29.3,arm,viel,ja,divers
98,mittel,moderat,21.6,obere Mittelschicht,moderat,nein,divers
80,niedrig,moderat,22.1,untere Mittelschicht,keiner,ja,m
85,hoch,keiner,19.9,Mittelschicht,viel,nein,m
79,mittel,moderat,21.5,Mittelschicht,viel,ja,divers
72,hoch,moderat,20.9,reich,keiner,ja,divers
83,mittel,moderat,21.7,Mittelschicht,moderat,ja,m
80,hoch,moderat,23.6,untere Mittelschicht,moderat,nein,w
73,mittel,mittel,25.6,reich,moderat,nein,w
67,mittel,mittel,25.8,obere Mittelschicht,moderat,nein,m
90,niedrig,moderat,21.9,Mittelschicht,moderat,nein,w
86,mittel,mittel,31.0,Mittelschicht,keiner,nein,w
66,hoch,mittel,19.2,Mittelschicht,keiner,ja,w
78,mittel,moderat,22.8,Mittelschicht,keiner,ja,m
93,mittel,moderat,25.1,obere Mittelschicht,keiner,nein,w
66,niedrig,moderat,20.4,untere Mittelschicht,viel,nein,divers
85,mittel,moderat,22.7,Mittelschicht,keiner,nein,divers
75,mittel,hoch,28.8,Mittelschicht,moderat,nein,divers
70,mittel,mittel,24.8,reich,keiner,ja,w
74,hoch,mittel,27.7,Mittelschicht,moderat,nein,m
80,niedrig,moderat,24.1,untere Mittelschicht,keiner,nein,w
75,hoch,hoch,23.5,untere Mittelschicht,moderat,ja,divers
60,niedrig,moderat,26.0,reich,viel,ja,divers
93,niedrig,keiner,21.5,obere Mittelschicht,viel,nein,w
67,niedrig,hoch,21.5,untere Mittelschicht,viel,nein,w
82,hoch,moderat,26.8,untere Mittelschicht,moderat,nein,divers
73,mittel,mittel,21.3,reich,viel,nein,divers
75,mittel,keiner,18.7,reich,moderat,nein,w
76,mittel,hoch,28.5,Mittelschicht,moderat,nein,m
62,mittel,hoch,18.9,untere Mittelschicht,keiner,ja,m
90,mittel,hoch,22.6,Mittelschicht,viel,nein,w
86,mittel,mittel,24.4,untere Mittelschicht,moderat,ja,w
73,mittel,moderat,26.8,obere Mittelschicht,keiner,nein,m
66,niedrig,mittel,25.5,untere Mittelschicht,moderat,nein,divers
71,hoch,moderat,19.7,Mittelschicht,viel,ja,divers
78,hoch,mittel,23.9,Mittelschicht,moderat,nein,w
73,hoch,moderat,20.2,Mittelschicht,moderat,nein,m
90,mittel,moderat,28.5,Mittelschicht,moderat,ja,divers
84,hoch,keiner,23.8,Mittelschicht,viel,nein,divers
57,hoch,hoch,32.8,untere Mittelschicht,keiner,nein,divers
74,mittel,hoch,22.0,Mittelschicht,moderat,ja,divers
79,niedrig,mittel,29.7,Mittelschicht,viel,nein,w
74,niedrig,mittel,30.1,obere Mittelschicht,moderat,ja,m
85,mittel,keiner,20.7,Mittelschicht,viel,ja,divers
68,mittel,moderat,28.8,obere Mittelschicht,keiner,nein,w
47,mittel,moderat,24.4,Mittelschicht,moderat,ja,w
60,niedrig,moderat,23.1,arm,viel,nein,divers
72,mittel,mittel,23.6,obere Mittelschicht,viel,ja,w
69,mittel,moderat,20.6,reich,keiner,nein,w
97,hoch,keiner,32.5,untere Mittelschicht,moderat,nein,divers
63,hoch,keiner,31.3,Mittelschicht,moderat,ja,divers
71,mittel,keiner,25.5,reich,viel,nein,divers
74,mittel,moderat,22.4,untere Mittelschicht,keiner,ja,w
84,mittel,moderat,25.5,untere Mittelschicht,viel,ja,divers
70,niedrig,mittel,19.8,Mittelschicht,moderat,nein,m
66,mittel,mittel,18.4,reich,moderat,nein,divers
75,mittel,hoch,20.2,untere Mittelschicht,keiner,nein,w
72,niedrig,mittel,30.5,obere Mittelschicht,moderat,ja,w
86,mittel,moderat,24.9,Mittelschicht,viel,nein,w
74,niedrig,moderat,32.5,Mittelschicht,moderat,nein,w
80,mittel,hoch,23.7,Mittelschicht,moderat,nein,w
60,mittel,mittel,26.6,untere Mittelschicht,moderat,ja,m
83,mittel,keiner,22.5,Mittelschicht,keiner,ja,divers
77,hoch,mittel,23.5,Mittelschicht,viel,nein,divers
73,mittel,keiner,15.0,arm,viel,nein,divers
72,mittel,mittel,28.9,untere Mittelschicht,viel,nein,w
68,niedrig,moderat,25.2,untere Mittelschicht,keiner,nein,m
67,hoch,hoch,26.4,untere Mittelschicht,keiner,nein,m
72,mittel,mittel,21.2,untere Mittelschicht,viel,nein,divers
88,hoch,moderat,28.7,obere Mittelschicht,moderat,nein,m
68,niedrig,hoch,27.0,Mittelschicht,moderat,nein,divers
80,hoch,moderat,27.6,Mittelschicht,keiner,nein,divers
58,mittel,moderat,29.0,obere Mittelschicht,keiner,nein,divers
69,niedrig,moderat,23.6,obere Mittelschicht,moderat,nein,m
100,mittel,moderat,26.2,obere Mittelschicht,viel,nein,divers
71,mittel,keiner,16.2,obere Mittelschicht,keiner,nein,m
88,mittel,keiner,19.6,obere Mittelschicht,moderat,ja,divers
64,mittel,moderat,23.7,arm,viel,nein,m
89,mittel,moderat,28.1,arm,keiner,nein,m
73,mittel,moderat,26.2,obere Mittelschicht,keiner,nein,divers
68,mittel,moderat,25.6,arm,viel,ja,divers
75,mittel,hoch,28.9,Mittelschicht,moderat,nein,m
84,niedrig,mittel,27.0,obere Mittelschicht,keiner,ja,m
71,mittel,keiner,28.0,obere Mittelschicht,moderat,ja,divers
74,niedrig,moderat,20.7,reich,moderat,nein,w
70,hoch,mittel,25.3,Mittelschicht,moderat,nein,m
84,mittel,moderat,24.3,untere Mittelschicht,keiner,nein,w
62,niedrig,mittel,25.2,reich,keiner,nein,w
76,mittel,keiner,25.7,reich,moderat,nein,divers
84,mittel,mittel,29.1,Mittelschicht,moderat,nein,m
69,hoch,mittel,22.5,reich,moderat,nein,m
64,mittel,mittel,27.8,Mittelschicht,moderat,ja,divers
89,mittel,mittel,23.7,Mittelschicht,keiner,ja,m
72,niedrig,moderat,30.9,Mittelschicht,keiner,nein,w
80,niedrig,moderat,26.7,Mittelschicht,viel,ja,m
63,mittel,keiner,27.7,Mittelschicht,moderat,nein,w
65,mittel,mittel,20.5,Mittelschicht,moderat,nein,w
71,hoch,mittel,22.7,arm,viel,nein,w
72,mittel,hoch,19.2,untere Mittelschicht,moderat,ja,m
84,mittel,mittel,29.5,Mittelschicht,keiner,nein,w
55,mittel,mittel,28.9,reich,moderat,ja,divers
66,mittel,moderat,28.4,Mittelschicht,moderat,nein,m
74,mittel,moderat,25.1,obere Mittelschicht,keiner,nein,m
73,mittel,moderat,29.8,Mittelschicht,moderat,ja,m
62,hoch,mittel,27.4,reich,moderat,nein,divers
86,mittel,mittel,27.9,Mittelschicht,moderat,nein,m
98,niedrig,moderat,22.9,untere Mittelschicht,viel,nein,divers
84,niedrig,mittel,24.6,obere Mittelschicht,viel,nein,m
87,mittel,hoch,25.0,Mittelschicht,viel,ja,divers
71,hoch,moderat,30.2,Mittelschicht,moderat,nein,w
70,hoch,moderat,19.3,Mittelschicht,moderat,nein,divers
69,niedrig,moderat,27.5,Mittelschicht,moderat,ja,divers
88,mittel,hoch,25.4,reich,moderat,nein,divers
88,mittel,hoch,19.6,arm,keiner,nein,divers
70,mittel,keiner,23.8,untere Mittelschicht,viel,nein,w
73,mittel,mittel,25.3,Mittelschicht,keiner,nein,w
81,mittel,moderat,23.2,Mittelschicht,viel,ja,m
76,niedrig,moderat,24.8,Mittelschicht,viel,nein,m
65,niedrig,mittel,24.5,Mittelschicht,viel,ja,divers
73,hoch,keiner,24.3,obere Mittelschicht,moderat,nein,w
75,hoch,mittel,25.3,Mittelschicht,moderat,ja,divers
70,mittel,mittel,30.1,Mittelschicht,keiner,nein,m
63,hoch,mittel,22.1,reich,moderat,nein,w
100,niedrig,mittel,20.8,Mittelschicht,moderat,ja,divers
61,mittel,keiner,27.9,untere Mittelschicht,viel,ja,w
54,niedrig,mittel,24.1,untere Mittelschicht,viel,ja,w
96,niedrig,moderat,18.8,untere Mittelschicht,keiner,nein,divers
55,mittel,moderat,19.0,Mittelschicht,moderat,nein,w
83,mittel,moderat,29.5,arm,moderat,nein,divers
69,mittel,mittel,27.7,untere Mittelschicht,viel,nein,divers
88,hoch,keiner,32.1,obere Mittelschicht,keiner,nein,w
72,mittel,moderat,15.8,Mittelschicht,keiner,ja,m
66,hoch,keiner,23.3,untere Mittelschicht,viel,nein,m
72,niedrig,mittel,24.2,Mittelschicht,moderat,nein,m
86,mittel,moderat,30.1,obere Mittelschicht,viel,ja,m
73,niedrig,hoch,29.4,Mittelschicht,moderat,ja,m
78,mittel,moderat,25.3,untere Mittelschicht,moderat,ja,m
84,niedrig,moderat,25.3,Mittelschicht,keiner,nein,divers
95,hoch,mittel,19.2,Mittelschicht,viel,nein,w
69,niedrig,moderat,24.5,Mittelschicht,viel,nein,divers
79,niedrig,moderat,30.1,Mittelschicht,keiner,nein,m
74,hoch,mittel,19.3,Mittelschicht,moderat,nein,m
83,niedrig,moderat,28.0,reich,viel,ja,divers
55,niedrig,keiner,25.0,reich,moderat,nein,m
59,niedrig,mittel,22.3,reich,moderat,ja,m
65,hoch,keiner,28.2,obere Mittelschicht,viel,nein,w
76,mittel,moderat,19.9,obere Mittelschicht,viel,nein,w
83,mittel,mittel,19.3,Mittelschicht,moderat,ja,divers
78,hoch,keiner,21.7,untere Mittelschicht,moderat,nein,m
71,mittel,hoch,27.0,untere Mittelschicht,moderat,nein,w
80,mittel,hoch,30.3,untere Mittelschicht,moderat,ja,divers
74,mittel,moderat,26.2,Mittelschicht,moderat,nein,divers
70,mittel,keiner,25.7,untere Mittelschicht,moderat,ja,divers
79,mittel,keiner,24.6,untere Mittelschicht,keiner,ja,m
56,niedrig,moderat,26.3,Mittelschicht,moderat,nein,divers
78,mittel,mittel,22.3,obere Mittelschicht,keiner,nein,m
62,mittel,keiner,30.9,obere Mittelschicht,moderat,ja,divers
79,hoch,moderat,24.1,Mittelschicht,moderat,nein,w
63,mittel,keiner,21.7,Mittelschicht,viel,nein,w
88,niedrig,keiner,25.6,reich,viel,nein,m
69,niedrig,moderat,27.0,untere Mittelschicht,moderat,ja,m
66,niedrig,keiner,31.0,Mittelschicht,moderat,ja,divers
88,mittel,hoch,23.1,reich,viel,ja,divers
68,hoch,moderat,14.5,untere Mittelschicht,moderat,nein,m
60,mittel,mittel,19.6,Mittelschicht,moderat,nein,m
76,niedrig,keiner,23.7,untere Mittelschicht,viel,nein,w
61,mittel,mittel,23.9,arm,viel,nein,divers
80,mittel,moderat,27.1,obere Mittelschicht,keiner,nein,divers
56,niedrig,hoch,24.5,Mittelschicht,moderat,ja,m
61,mittel,moderat,28.6,Mittelschicht,keiner,nein,divers
82,niedrig,moderat,21.4,obere Mittelschicht,moderat,ja,divers
67,niedrig,mittel,23.2,Mittelschicht,viel,ja,w
52,niedrig,moderat,26.3,obere Mittelschicht,viel,nein,m
72,niedrig,moderat,28.9,obere Mittelschicht,viel,nein,w
64,niedrig,mittel,22.5,obere Mittelschicht,moderat,ja,divers
59,mittel,mittel,21.0,reich,keiner,nein,w
63,mittel,mittel,29.0,arm,moderat,nein,m
68,niedrig,keiner,25.5,Mittelschicht,viel,ja,w
71,mittel,mittel,19.9,untere Mittelschicht,viel,ja,divers
73,niedrig,mittel,27.4,arm,viel,nein,w
62,mittel,moderat,28.2,reich,keiner,nein,m
66,hoch,moderat,23.1,Mittelschicht,viel,ja,m
80,niedrig,moderat,22.3,Mittelschicht,moderat,nein,w
75,mittel,moderat,23.7,untere Mittelschicht,viel,ja,w
76,niedrig,hoch,15.5,reich,moderat,nein,w
56,niedrig,moderat,27.5,Mittelschicht,viel,nein,w
85,niedrig,mittel,21.4,obere Mittelschicht,viel,ja,w
72,mittel,moderat,26.2,Mittelschicht,keiner,ja,w
81,hoch,keiner,16.9,untere Mittelschicht,keiner,nein,m
66,niedrig,mittel,23.7,Mittelschicht,viel,ja,divers
82,mittel,moderat,35.0,obere Mittelschicht,viel,nein,m
72,niedrig,mittel,19.4,Mittelschicht,viel,nein,divers
79,mittel,mittel,30.3,Mittelschicht,moderat,nein,divers
76,mittel,keiner,21.4,Mittelschicht,keiner,nein,w
84,mittel,mittel,27.7,obere Mittelschicht,viel,ja,w
64,hoch,mittel,26.5,Mittelschicht,keiner,nein,m
84,niedrig,mittel,29.7,Mittelschicht,keiner,ja,divers
74,hoch,moderat,23.6,arm,moderat,nein,w
87,hoch,mittel,20.2,Mittelschicht,moderat,nein,m
79,mittel,moderat,19.5,Mittelschicht,viel,nein,m
85,hoch,keiner,24.0,Mittelschicht,viel,nein,divers
87,mittel,moderat,27.0,obere Mittelschicht,viel,ja,w
62,mittel,mittel,30.7,Mittelschicht,moderat,nein,divers
90,hoch,mittel,28.5,obere Mittelschicht,keiner,nein,m
67,mittel,moderat,23.8,obere Mittelschicht,keiner,ja,m
76,mittel,mittel,22.2,untere Mittelschicht,moderat,nein,m
91,mittel,mittel,25.6,obere Mittelschicht,moderat,nein,w
47,mittel,mittel,26.4,arm,moderat,nein,divers
71,hoch,keiner,24.7,reich,moderat,nein,divers
71,niedrig,mittel,28.2,obere Mittelschicht,viel,ja,divers
86,hoch,moderat,26.1,untere Mittelschicht,moderat,ja,m
71,mittel,moderat,24.8,Mittelschicht,moderat,nein,divers
75,mittel,moderat,21.8,Mittelschicht,moderat,nein,m
80,mittel,moderat,26.8,Mittelschicht,keiner,nein,divers
90,hoch,keiner,30.0,Mittelschicht,moderat,nein,w
68,mittel,mittel,28.3,Mittelschicht,moderat,nein,m
65,mittel,moderat,27.8,Mittelschicht,moderat,nein,m
69,mittel,moderat,20.9,untere Mittelschicht,moderat,nein,w
77,mittel,mittel,14.3,Mittelschicht,moderat,nein,divers
57,mittel,mittel,24.3,Mittelschicht,moderat,nein,m
75,mittel,moderat,23.5,Mittelschicht,keiner,ja,divers
59,mittel,mittel,21.7,Mittelschicht,moderat,nein,divers
78,niedrig,moderat,27.3,reich,keiner,nein,divers
74,hoch,keiner,29.6,Mittelschicht,moderat,nein,divers
78,mittel,moderat,22.0,Mittelschicht,viel,ja,w
72,niedrig,moderat,19.4,arm,moderat,ja,divers
73,niedrig,mittel,29.4,obere Mittelschicht,viel,nein,m
81,niedrig,mittel,30.6,arm,moderat,nein,m
71,mittel,moderat,30.4,Mittelschicht,keiner,nein,m
73,niedrig,mittel,30.9,Mittelschicht,keiner,ja,divers
74,hoch,moderat,27.8,untere Mittelschicht,moderat,ja,w
89,mittel,mittel,24.2,Mittelschicht,moderat,nein,w
77,hoch,mittel,30.2,untere Mittelschicht,moderat,nein,m
73,niedrig,hoch,19.7,Mittelschicht,moderat,ja,m
96,niedrig,mittel,23.1,obere Mittelschicht,viel,nein,divers
76,hoch,mittel,29.6,Mittelschicht,moderat,nein,w
68,mittel,keiner,21.0,untere Mittelschicht,moderat,nein,divers
77,mittel,mittel,17.8,untere Mittelschicht,moderat,ja,w
72,hoch,hoch,26.0,Mittelschicht,moderat,ja,divers
72,hoch,keiner,18.8,Mittelschicht,moderat,nein,divers
90,niedrig,moderat,25.4,reich,moderat,nein,m
89,mittel,hoch,24.0,Mittelschicht,moderat,nein,w
66,mittel,hoch,26.1,obere Mittelschicht,moderat,nein,m
72,mittel,mittel,20.3,untere Mittelschicht,moderat,nein,divers
89,mittel,moderat,22.5,Mittelschicht,moderat,ja,m
56,niedrig,keiner,30.3,untere Mittelschicht,viel,nein,w
69,mittel,keiner,22.6,Mittelschicht,moderat,nein,divers
57,niedrig,mittel,32.0,Mittelschicht,moderat,nein,m
62,niedrig,mittel,25.2,untere Mittelschicht,moderat,ja,m
84,hoch,moderat,26.7,obere Mittelschicht,moderat,ja,divers
74,niedrig,mittel,18.2,Mittelschicht,moderat,nein,m
66,hoch,mittel,25.8,untere Mittelschicht,viel,ja,w
67,mittel,moderat,25.8,untere Mittelschicht,moderat,nein,divers
81,mittel,moderat,28.9,Mittelschicht,moderat,ja,divers
62,mittel,keiner,33.8,obere Mittelschicht,keiner,nein,m
82,mittel,hoch,25.0,Mittelschicht,moderat,ja,m
85,niedrig,hoch,34.5,Mittelschicht,moderat,nein,divers
60,niedrig,moderat,24.1,Mittelschicht,moderat,nein,divers
51,niedrig,mittel,25.8,untere Mittelschicht,viel,nein,divers
78,niedrig,mittel,24.8,obere Mittelschicht,keiner,nein,divers
68,hoch,moderat,16.8,untere Mittelschicht,moderat,nein,m
78,niedrig,moderat,30.8,Mittelschicht,keiner,ja,divers
69,niedrig,keiner,26.8,obere Mittelschicht,moderat,ja,divers
59,mittel,mittel,26.8,untere Mittelschicht,viel,nein,divers
71,mittel,keiner,22.0,reich,keiner,nein,w
67,mittel,keiner,23.4,untere Mittelschicht,moderat,ja,divers
78,niedrig,keiner,19.8,Mittelschicht,moderat,nein,divers
71,niedrig,moderat,24.8,untere Mittelschicht,viel,nein,m
64,niedrig,moderat,32.2,untere Mittelschicht,moderat,nein,w
66,niedrig,moderat,22.3,arm,moderat,nein,m
65,mittel,moderat,32.2,reich,viel,ja,w
80,niedrig,mittel,21.3,untere Mittelschicht,moderat,nein,w
86,hoch,moderat,25.8,Mittelschicht,moderat,nein,divers
77,niedrig,keiner,23.6,Mittelschicht,moderat,ja,m
67,mittel,moderat,26.4,reich,viel,ja,divers
69,niedrig,moderat,32.3,Mittelschicht,moderat,ja,divers
62,niedrig,moderat,31.1,reich,viel,ja,divers
